Company Name,Industry,Sector,Country,Report Type,Report Year,Report Link,Source,Download Result
Hoegh LNG Partners LP,Marine Transportation,Transportation,Norway,Sustainability Report,2023,https://s202.q4cdn.com/811024256/files/doc_financials/2023/sr/Ho%CC%88egh_LNG_Sustainability_Report_2023_in_PDF_Format.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s202.q4cdn.com', port=443): Max retries exceeded with url: /811024256/files/doc_financials/2023/sr/Ho%CC%88egh_LNG_Sustainability_Report_2023_in_PDF_Format.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3693A90>: Failed to resolve 's202.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Hokkaido Electric Power Co Inc,Electric Utilities & Power Generators,Infrastructure,Japan,Integrated Report,2024,https://www.hepco.co.jp/english/ir/pdf/hepco_group_report_2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.hepco.co.jp', port=443): Max retries exceeded with url: /english/ir/pdf/hepco_group_report_2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3757750>: Failed to resolve 'www.hepco.co.jp' ([Errno 11001] getaddrinfo failed)""))"
Holcim Ecuador SA,Construction Materials,Extractives & Minerals Processing,Ecuador,Integrated Report,2023,https://www.holcim.com/sites/holcim/files/2024-03/28022024-finance-holcim-fy-2023-report-en.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.holcim.com', port=443): Max retries exceeded with url: /sites/holcim/files/2024-03/28022024-finance-holcim-fy-2023-report-en.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3724990>: Failed to resolve 'www.holcim.com' ([Errno 11001] getaddrinfo failed)""))"
HollyFrontier Corp,Oil & Gas – Refining & Marketing,Extractives & Minerals Processing,United States,Sustainability Report,2020,https://s2.q4cdn.com/255514451/files/doc_downloads/2020-HF-Sustainability-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s2.q4cdn.com', port=443): Max retries exceeded with url: /255514451/files/doc_downloads/2020-HF-Sustainability-Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3754FD0>: Failed to resolve 's2.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Hologic Inc,Medical Equipment & Supplies,Health Care,United States,Sustainability Report,2023,https://www.hologic.com/sites/default/files/Hologic_SR2023_FullReport_R8_021324.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.hologic.com', port=443): Max retries exceeded with url: /sites/default/files/Hologic_SR2023_FullReport_R8_021324.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E376AD90>: Failed to resolve 'www.hologic.com' ([Errno 11001] getaddrinfo failed)""))"
Holtek Semiconductor Inc,Semiconductors,Technology & Communications,Taiwan,ESG Report,2023,https://www.holtek.com/WebAPI/2023_ESG_Report.pdf/05839721-826c-4349-9edc-298248baa05d,SASB,"⚠️ HTTPSConnectionPool(host='www.holtek.com', port=443): Max retries exceeded with url: /WebAPI/2023_ESG_Report.pdf/05839721-826c-4349-9edc-298248baa05d (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3726D90>: Failed to resolve 'www.holtek.com' ([Errno 11001] getaddrinfo failed)""))"
Holy Stone Enterprise Co Ltd,Hardware,Technology & Communications,Taiwan,Sustainability Report,2023,https://www.holystone.com.tw/downloads/files/CSR/2023CSR-EN.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.holystone.com.tw', port=443): Max retries exceeded with url: /downloads/files/CSR/2023CSR-EN.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E350C510>: Failed to resolve 'www.holystone.com.tw' ([Errno 11001] getaddrinfo failed)""))"
Home Capital Group Inc,Mortgage Finance,Financials,Canada,ESG Report,2022,https://s2.q4cdn.com/668293721/files/doc_downloads/2022/home_capital_esg_2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s2.q4cdn.com', port=443): Max retries exceeded with url: /668293721/files/doc_downloads/2022/home_capital_esg_2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3756E10>: Failed to resolve 's2.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Home Depot Inc/The,Multiline and Specialty Retailers & Distributors,Consumer Goods,United States,ESG Report,2023,https://corporate.homedepot.com/sites/default/files/2023-07/2023%20Home%20Depot%20ESG%20Report_vF.4_7.25.23%20%28compressed%29.pdf,SASB,"⚠️ HTTPSConnectionPool(host='corporate.homedepot.com', port=443): Max retries exceeded with url: /sites/default/files/2023-07/2023%20Home%20Depot%20ESG%20Report_vF.4_7.25.23%20%28compressed%29.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E37461D0>: Failed to resolve 'corporate.homedepot.com' ([Errno 11001] getaddrinfo failed)""))"
Home Product Center PCL,Multiline and Specialty Retailers & Distributors,Consumer Goods,Thailand,One Report,2024,https://ir.listedcompany.com/tracker.pl?type=5&id=287401&m=7de4340d377f3c9290432c42b12993c7f37cb5dfc1d3c6822ef5659c503d89cd&redirect=https%3A%2F%2Fhmpro.listedcompany.com%2Fmisc%2Fflipbook%2Findex.html%3Fid%3D287401,SASB,"⚠️ HTTPSConnectionPool(host='ir.listedcompany.com', port=443): Max retries exceeded with url: /tracker.pl?type=5&id=287401&m=7de4340d377f3c9290432c42b12993c7f37cb5dfc1d3c6822ef5659c503d89cd&redirect=https%3A%2F%2Fhmpro.listedcompany.com%2Fmisc%2Fflipbook%2Findex.html%3Fid%3D287401 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E350D590>: Failed to resolve 'ir.listedcompany.com' ([Errno 11001] getaddrinfo failed)""))"
Hon Hai Precision Industry Co Ltd,Electronic Manufacturing Services & Original Design Manufacturing,Technology & Communications,Taiwan,Sustainability Report,2023,https://image.honhai.com/upload/global/Hon%20Hai%202023SR_En_Design_v1-1_20240801_4628.pdf,SASB,"⚠️ HTTPSConnectionPool(host='image.honhai.com', port=443): Max retries exceeded with url: /upload/global/Hon%20Hai%202023SR_En_Design_v1-1_20240801_4628.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3755D90>: Failed to resolve 'image.honhai.com' ([Errno 11001] getaddrinfo failed)""))"
Honeywell,Electrical & Electronic Equipment,Resource Transformation,United States,Impact Report,2024,https://www.honeywell.com/content/dam/honeywellbt/en/documents/downloads/hon-2024-impact-report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.honeywell.com', port=443): Max retries exceeded with url: /content/dam/honeywellbt/en/documents/downloads/hon-2024-impact-report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E376A510>: Failed to resolve 'www.honeywell.com' ([Errno 11001] getaddrinfo failed)""))"
Hong Leong Bank Bhd,Commercial Banks,Financials,Malaysia,Sustainability Report,2024,https://www.hlb.com.my/content/dam/hlb/my/docs/pdf/About-Us/sustainability/hlb-sustainability-report-2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.hlb.com.my', port=443): Max retries exceeded with url: /content/dam/hlb/my/docs/pdf/About-Us/sustainability/hlb-sustainability-report-2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3746AD0>: Failed to resolve 'www.hlb.com.my' ([Errno 11001] getaddrinfo failed)""))"
Hong Leong Industries Bhd,Automobiles,Transportation,Malaysia,Annual Report,2024,https://www.hli.com.my/,SASB,"⚠️ HTTPSConnectionPool(host='www.hli.com.my', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E37686D0>: Failed to resolve 'www.hli.com.my' ([Errno 11001] getaddrinfo failed)""))"
Hongkong & Shanghai Hotels Ltd/The,Hotels & Lodging,Services,Hong Kong,CSR Report,2023,https://www.hshgroup.com/-/media/Files/HSH/Sustainability-Reports/2023/2023-CRS-Report-EN.ashx,SASB,"⚠️ HTTPSConnectionPool(host='www.hshgroup.com', port=443): Max retries exceeded with url: /-/media/Files/HSH/Sustainability-Reports/2023/2023-CRS-Report-EN.ashx (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3780850>: Failed to resolve 'www.hshgroup.com' ([Errno 11001] getaddrinfo failed)""))"
Horace Mann Educators Corp,Insurance,Financials,United States,SASB Index,2023,https://s27.q4cdn.com/968247698/files/doc_downloads/SASB/2024/sasb-index-5-2-24.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s27.q4cdn.com', port=443): Max retries exceeded with url: /968247698/files/doc_downloads/SASB/2024/sasb-index-5-2-24.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3768910>: Failed to resolve 's27.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Horizon Bank,Commercial Banks,Financials,United States,SASB Index,2024,https://www.horizonbank.com/docs/default-source/corporate-social-responsibility/2024-horizon-sasb-disclosures.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.horizonbank.com', port=443): Max retries exceeded with url: /docs/default-source/corporate-social-responsibility/2024-horizon-sasb-disclosures.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E37569D0>: Failed to resolve 'www.horizonbank.com' ([Errno 11001] getaddrinfo failed)""))"
Horizon Pharma Plc,Biotechnology & Pharmaceuticals,Health Care,United States,ESG Report,2021,https://ir.horizontherapeutics.com/static-files/020ec509-a399-4607-893c-c00e8adf6386,SASB,"⚠️ HTTPSConnectionPool(host='ir.horizontherapeutics.com', port=443): Max retries exceeded with url: /static-files/020ec509-a399-4607-893c-c00e8adf6386 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3693C50>: Failed to resolve 'ir.horizontherapeutics.com' ([Errno 11001] getaddrinfo failed)""))"
Horizonte Minerals PLC,Metals & Mining,Extractives & Minerals Processing,Britain,Sustainability Report,2022,https://horizonteminerals.com/news/en_20230524_2022-sustainability-report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='horizonteminerals.com', port=443): Max retries exceeded with url: /news/en_20230524_2022-sustainability-report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E37566D0>: Failed to resolve 'horizonteminerals.com' ([Errno 11001] getaddrinfo failed)""))"
Hormel Foods Corp,"Meat, Poultry & Dairy",Food & Beverage,United States,Global Impact,2023,https://www.hormelfoods.com/wp-content/uploads/Hormel-Foods-2023-Global-Impact-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.hormelfoods.com', port=443): Max retries exceeded with url: /wp-content/uploads/Hormel-Foods-2023-Global-Impact-Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E37694D0>: Failed to resolve 'www.hormelfoods.com' ([Errno 11001] getaddrinfo failed)""))"
Hortifrut SA,Agricultural Products,Food & Beverage,Chile,Memoria Annual,2023,https://investor.hortifrut.com/wp-content/uploads/2024/04/240419_Hortifrut_2023_web.pdf,SASB,"⚠️ HTTPSConnectionPool(host='investor.hortifrut.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/04/240419_Hortifrut_2023_web.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3780950>: Failed to resolve 'investor.hortifrut.com' ([Errno 11001] getaddrinfo failed)""))"
Hosokawa Micron Corp,Industrial Machinery & Goods,Resource Transformation,Japan,SASB Index,2023,https://www.hosokawamicron.co.jp/jp/sustainability-new/esg-data/corresponding-sasb.html,SASB,"⚠️ HTTPSConnectionPool(host='www.hosokawamicron.co.jp', port=443): Max retries exceeded with url: /jp/sustainability-new/esg-data/corresponding-sasb.html (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E37824D0>: Failed to resolve 'www.hosokawamicron.co.jp' ([Errno 11001] getaddrinfo failed)""))"
Host Hotels & Resorts Inc,Real Estate,Infrastructure,United States,CSR Report,2024,https://www.hosthotels.com/-/media/HostHotels/Files/DownloadLinksAssets/CR-Highlights/Host_Hotels_Resorts_Inc_2024_Corporate_Responsibility_Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.hosthotels.com', port=443): Max retries exceeded with url: /-/media/HostHotels/Files/DownloadLinksAssets/CR-Highlights/Host_Hotels_Resorts_Inc_2024_Corporate_Responsibility_Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243DFF95B50>: Failed to resolve 'www.hosthotels.com' ([Errno 11001] getaddrinfo failed)""))"
Hostess Brands,Processed Foods,Food & Beverage,United States,CSR Report,2022-2023,https://d1io3yog0oux5.cloudfront.net/_aa06ae53cea9febfc950cf0eb975bf85/hostessbrands/files/documents/2022-23_Hostess_Brands_Corporate_Responsibility_Report_.pdf,SASB,"⚠️ HTTPSConnectionPool(host='d1io3yog0oux5.cloudfront.net', port=443): Max retries exceeded with url: /_aa06ae53cea9febfc950cf0eb975bf85/hostessbrands/files/documents/2022-23_Hostess_Brands_Corporate_Responsibility_Report_.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3746250>: Failed to resolve 'd1io3yog0oux5.cloudfront.net' ([Errno 11001] getaddrinfo failed)""))"
Hotel Shilla Co Ltd,Multiline and Specialty Retailers & Distributors,Consumer Goods,South Korea,Annual Report,2024,https://www.shillahotels.com/index.do,SASB,"⚠️ HTTPSConnectionPool(host='www.shillahotels.com', port=443): Max retries exceeded with url: /index.do (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3727D90>: Failed to resolve 'www.shillahotels.com' ([Errno 11001] getaddrinfo failed)""))"
Hoteles City Express SAB de CV,Hotels & Lodging,Services,Mexico,Informe de Sostenibilidad,2021,https://imagenescityexpress.scdn6.secure.raxcdn.com/sites/default/files/2022-05/HCITY%20Informe%20de%20Sostenibilidad%202021.pdf,SASB,"⚠️ HTTPSConnectionPool(host='imagenescityexpress.scdn6.secure.raxcdn.com', port=443): Max retries exceeded with url: /sites/default/files/2022-05/HCITY%20Informe%20de%20Sostenibilidad%202021.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E37267D0>: Failed to resolve 'imagenescityexpress.scdn6.secure.raxcdn.com' ([Errno 11001] getaddrinfo failed)""))"
Houlihan Lokey Inc,Investment Banking & Brokerage,Financials,United States,Sustainability Report,2024,https://s201.q4cdn.com/762092546/files/doc_downloads/CompanyDocuments/houlihan-lokey-esg-sustainability-report-2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s201.q4cdn.com', port=443): Max retries exceeded with url: /762092546/files/doc_downloads/CompanyDocuments/houlihan-lokey-esg-sustainability-report-2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3781C10>: Failed to resolve 's201.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Hovnanian Enterprises Inc,Home Builders,Infrastructure,United States,ESG Report,2023,https://khov.gcs-web.com/static-files/3e135817-0487-42b1-84cf-7068aa6c7ad2,SASB,"⚠️ HTTPSConnectionPool(host='khov.gcs-web.com', port=443): Max retries exceeded with url: /static-files/3e135817-0487-42b1-84cf-7068aa6c7ad2 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3775010>: Failed to resolve 'khov.gcs-web.com' ([Errno 11001] getaddrinfo failed)""))"
Howard Hughes Holdings Inc,Real Estate,Infrastructure,United States,Communities Report,2023,https://indd.adobe.com/view/4a84ec43-09f9-451c-88cb-9e4bd4cd556c,SASB,"⚠️ HTTPSConnectionPool(host='indd.adobe.com', port=443): Max retries exceeded with url: /view/4a84ec43-09f9-451c-88cb-9e4bd4cd556c (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3755E50>: Failed to resolve 'indd.adobe.com' ([Errno 11001] getaddrinfo failed)""))"
Howmet Aerospace Inc,Aerospace & Defence,Resource Transformation,United States,ESG Report,2023,https://www.howmet.com/wp-content/uploads/sites/3/2024/04/2023-Environmental-Social-and-Governance-Report_FINAL.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.howmet.com', port=443): Max retries exceeded with url: /wp-content/uploads/sites/3/2024/04/2023-Environmental-Social-and-Governance-Report_FINAL.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3754B50>: Failed to resolve 'www.howmet.com' ([Errno 11001] getaddrinfo failed)""))"
Hoyuan Green Energy Co Ltd,Industrial Machinery & Goods,Resource Transformation,China,ESG Report,2023,https://www.hoyuan.com/en/about.html,SASB,"⚠️ HTTPSConnectionPool(host='www.hoyuan.com', port=443): Max retries exceeded with url: /en/about.html (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3781010>: Failed to resolve 'www.hoyuan.com' ([Errno 11001] getaddrinfo failed)""))"
HP Inc HP,Hardware,Technology & Communications,United States,Impact Report,2023,https://www8.hp.com/h20195/v2/GetPDF.aspx/c08980815.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www8.hp.com', port=443): Max retries exceeded with url: /h20195/v2/GetPDF.aspx/c08980815.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E37824D0>: Failed to resolve 'www8.hp.com' ([Errno 11001] getaddrinfo failed)""))"
HSBC Holdings PLC,Commercial Banks,Financials,Britain,ESG Data Book,2024,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.hsbc.com', port=443): Max retries exceeded with url: /-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-esg-datapack-2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3780D90>: Failed to resolve 'www.hsbc.com' ([Errno 11001] getaddrinfo failed)""))"
Hua Nan Financial Holdings Co Ltd,Commercial Banks,Financials,Taiwan,Sustainability Report,2021,https://www.hnfhc.com.tw/uploads/file/20220809191145535857.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.hnfhc.com.tw', port=443): Max retries exceeded with url: /uploads/file/20220809191145535857.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E350FAD0>: Failed to resolve 'www.hnfhc.com.tw' ([Errno 11001] getaddrinfo failed)""))"
