Company name,Sector,Industry,Country,Report type,Report year,Report link,Source
Gym Group PLC/The,Services,Leisure Facilities,United Kingdom,SASB Index,2021,https://www.tggplc.com/media/115925/SASB-Index-2021-final.pdf,SASB
H&R Block Inc,Services,Professional & Commercial Services,United States,ESG Report,2024,https://www.hrblock.com/pdf/hr-block-environmental-social-governance-report-2023.pdf?srsltid=AfmBOoo7YwUYfxO0zw5u-SxKv5O9xZ_HVs0rZB_3gCuISceuUenM_VL9,Google search
H+H International A/S,Extractives & Minerals Processing,Construction Materials,Denmark,Sustainability Report,2022,https://www.hplush.com/documents/20181/372867/HplusH_Sustainability_Report_2022_WEB.pdf,SASB
H.B. Fuller Company,Resource Transformation,Chemicals,United States,SASB Index,2023,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiYnsaxycCHAxV0mokEHRw1DhUQFnoECAoQAQ&url=https%3A%2F%2Fwww.hbfuller.com%2F-%2Fmedia%2Fproject%2Fhbfuller%2Fhbfuller%2Fsustainability%2Ffiles%2Fhbfuller-sasb-index.pdf%3Fsc_lang%3Dde%26hash%3DC1068E6FC24215860AE2072FCE9713EA&usg=AOvVaw1aLESuPbocCgDfC0X38cDO&opi=89978449,SASB
Haemonetics Corp,Health Care,Medical Equipment & Supplies,United States,CSR Report,2022,"https://www.haemonetics.com/-/media/files/corporate-responsibility/haemonetics-2022-corporate-responsibility-report-_final_(74796,-d-,1).pdf",SASB
Hafnia Ltd,Transportation,Marine Transportation,Singapore,Annual Report,2023,https://s201.q4cdn.com/891122012/files/doc_financials/2023/ar/Hafnia_AR_2023-FINAL.pdf,SASB
Haier Smart Home Co Ltd,Consumer Goods,Appliance Manufacturing,China,ESG Report,2023,"https://smart-home.haier.com/en/gpxx/esg/P020240430516919834335.pdf?appdesc=2023%20Environmental,%20Social%20and%20Governance%20Report",SASB
Hain Celestial Group Inc/The,Food & Beverage,Processed Foods,United States,Impact Report,2023,https://s39731.pcdn.co/wp-content/uploads/impact/2023-Hain-Impact-Report.pdf,SASB
Haleon PLC,Consumer Goods,Household & Personal Products,Britain,Responsible Report,2024,https://www.haleon.com/content/dam/haleon/corporate/documents/our-impact/haleon-rbr-2024.pdf,SASB
Halliburton Co,Extractives & Minerals Processing,Oil & Gas – Services,United States,Sustainability Report,2023,https://www.annualreports.com/HostedData/AnnualReportArchive/h/NYSE_HAL_2023.pdf,Google search
Halma PLC,Resource Transformation,Electrical & Electronic Equipment,Britain,ESG Supplement,2024,https://www.halma.com/~/media/Files/H/Halma/Corp-V2/reports-and-presentations/reports/2024/ara/esg-data-supplement-fy24.pdf,SASB
Hana Financial Group Inc,Financials,Commercial Banks,South Korea,Sustainability Report,2022,https://www.hanafn.com/en/esg/reporting/reprt.do,SASB
Hancock Holding Co,Financials,Commercial Banks,United States,ESG Report,2023,https://www.hancockwhitney.com/hubfs/Community_Commitment/ESG_Reports/2023%20Hancock%20Whitney%20ESG%20Report.pdf,SASB
Hanesbrands Inc,Consumer Goods,"Apparel, Accessories & Footwear",United States,SASB Index,2021,https://hbisustains.com/wp-content/uploads/2024/04/Hanes-ESG_Summary-Report-042124.pdf,Google search
Hang Lung Group Ltd,Infrastructure,Real Estate,Hong Kong,Sustainability Report,2024,https://www.hanglung.com/getmedia/9f96be00-b562-4f96-a70a-98db6f15a322/HLP_2024-Sustainability-Report_EN.pdf,SASB
Hang Lung Properties Ltd,Infrastructure,Real Estate,Hong Kong,Sustainability Report,2022,https://www.hanglung.com/getmedia/386cbaed-f02b-4590-ac48-623250ee2967/sr2022_HLP_EN.pdf,SASB
Hang Seng Bank Ltd,Financials,Commercial Banks,Hong Kong,ESG Report,2024,https://cms.hangseng.com/cms/fin4/esg_report_2024/en/index.html,SASB
Hanger Inc,Health Care,Health Care Delivery,United States,ESG Report,2020,https://s22.q4cdn.com/399770843/files/doc_downloads/2021/2020-ESG-Report-Published-April-8-2021.pdf,SASB
Hanil Holdings Co Ltd,Extractives & Minerals Processing,Construction Materials,South Korea,Sustainability Report,2023,https://hanilcement.com/static/download/Hanil_2023_Sustainability_Report.pdf,SASB
Hanjin Kal Corp,Transportation,Airlines,South Korea,ESG Report,2024,https://www.hanjinkal.co.kr/common/file/2024%EB%85%84%20(%EC%A3%BC)%ED%95%9C%EC%A7%84%20ESG%EB%B3%B4%EA%B3%A0%EC%84%9C%20(%EC%98%81%EB%AC%B8).pdf,SASB
Hanjin Transportation Co Ltd,Transportation,Road Transportation,South Korea,ESG Report,2023,https://www.hanjinkal.co.kr/common/file/2024%EB%85%84%20(%EC%A3%BC)%ED%95%9C%EC%A7%84%20ESG%EB%B3%B4%EA%B3%A0%EC%84%9C%20(%EC%98%81%EB%AC%B8).pdf,Google search
Hankook Tire & Technology Co Ltd,Transportation,Auto Parts,South Korea,ESG Report,2023-2024,https://www.hankooktire.com/wsvc/api/pdf-viewer/document.servlet?documentPath=/content/dam/hankooktire/global/pdf/esg/esg_esg%EB%B3%B4%EA%B3%A0%EC%84%9C/kor/Hankook_Tire_Technology_ESG_Report_2023_24_Kor_F.pdf,SASB
Hanmi Pharm Co Ltd,Health Care,Biotechnology & Pharmaceuticals,South Korea,ESG Report,2023-2024,https://www.hanmi.co.kr/reports/kr/2023/2023-24_Hanmi_ESG%20Report(KOR).pdf,SASB
Hanon Systems,Transportation,Auto Parts,South Korea,Corporate Sustainability Report,2023,https://www.hanonsystems.com/Eng/Files/Downloads/2023_Hanon_Systems_Sustainability_Report_Eng.pdf,SASB
Hansae Co Ltd,Consumer Goods,"Apparel, Accessories & Footwear",South Korea,Sustainability Report,2024,https://www.hansae.com/ko/common/file/2024%EB%85%84%20%ED%95%9C%EC%84%B8%EC%98%88%EC%8A%A424%EA%B7%B8%EB%A3%B9%20%EC%A7%80%EC%86%8D%EA%B0%80%EB%8A%A5%EA%B2%BD%EC%98%81%EB%B3%B4%EA%B3%A0%EC%84%9C(%EA%B5%AD%EB%AC%B8).pdf,SASB
Hansoh Pharmaceutical Group Company Limited,Health Care,Biotechnology & Pharmaceuticals,China,ESG Report,2023,https://www.hspharm.com/upload/file/2024/04/29/30b8d4f878bc48aa93771abf087a287e.pdf,SASB
Hansol Paper Co Ltd,Renewable Resources & Alternative Energy,Pulp & Paper Products,South Korea,Sustainability Report,2024,https://hansoliones.com/files/hansol_report_en_2024.pdf,Google search
Hanssem Co Ltd,Consumer Goods,Building Products & Furnishings,South Korea,Sustainability Report,2024,https://company.hanssem.com/data/info/2024/doc/2024_hanssem_sustainability_report_kr.pdf,SASB
Hanwha Aerospace Co Ltd,Resource Transformation,Aerospace & Defence,South Korea,Sustainability Report,2024,https://www.hanwhaaerospace.com/assets/content/esg/sustainBusiness/download/en/HanwhaAerospace_SustainabilityReport_2024_ENG.pdf,SASB
Hanwha Corp,Financials,Insurance,South Korea,Sustainability Report,2024,https://www.hanwhasolutions.com/static/en/data/Hanwha_Solutions_Sustainability_Report_2024.pdf,SASB
Hanwha Investment & Securities Co Ltd,Financials,Investment Banking & Brokerage,South Korea,Sustainability Report,2024,https://www.hanwhasolutions.com/static/en/data/Hanwha_Solutions_Sustainability_Report_2024.pdf,SASB
Hanwha Life Insurance Co Ltd,Financials,Insurance,South Korea,Sustainability Report,2024,https://www.hanwhasolutions.com/static/en/data/Hanwha_Solutions_Sustainability_Report_2024.pdf,SASB
Hanwha Solutions Corp,Resource Transformation,Chemicals,South Korea,Sustainability Report,2024,https://www.hanwhasolutions.com/static/ko/data/Hanwha_Solutions_Sustainability_Report_2024.pdf,SASB
Hanwha Systems Co Ltd,Resource Transformation,Aerospace & Defence,South Korea,Sustainability Report,2024,https://www.hanwhasystems.com/upload/%ED%95%9C%ED%99%94%EC%8B%9C%EC%8A%A4%ED%85%9C_%EC%A7%80%EC%86%8D%EA%B0%80%EB%8A%A5%EA%B2%BD%EC%98%81%EB%B3%B4%EA%B3%A0%EC%84%9C_2024.pdf,SASB
Harbour Energy PLC,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,Britain,ESG Databook,2024,https://www.harbourenergy.com/media/kyplj3gs/hbr_2024_esg_appendix_published.pdf,SASB
Hargreaves Lansdown PLC,Financials,Asset Management & Custody Activities,Britain,SASB Report,2021,https://www.hl.co.uk/__data/assets/pdf_file/0005/18181229/SASB-Disclosure.pdf,SASB
Harley-Davidson Inc,Transportation,Automobiles,United States,SASB Index,2021,https://s201.q4cdn.com/697889289/files/doc_downloads/2022/2022-H-D-ISM-Report_FINAL.pdf,Google search
Harmonic Inc,Technology & Communications,Hardware,United States,CSR Report,2022,https://www.harmonicinc.com/hubfs/corporate-responsibility/harmonic-csr-report-2022.pdf,SASB
Harmony Electronics Corp,Resource Transformation,Electrical & Electronic Equipment,Taiwan,Sustainability Report,2023,https://www.hele.com.tw/UserFiles/file/1109177104677b2655ca93c.pdf,SASB
Harsco Corp,Infrastructure,Waste Management,United States,ESG Report,2023,https://www.enviri.com/sites/default/files/2024-07/ENVIRI%20ESG%20REPORT.pdf,SASB
Hartford Financial Services Group Inc/The,Financials,Insurance,United States,SASB Report,2023,https://ewcstatic.thehartford.com/thehartford/the_hartford/files/Comm/sasb-report.pdf,SASB
Hasbro Inc,Consumer Goods,Toys & Sporting Goods,United States,ESG Report,2023,https://assets-us-01.kc-usercontent.com/500e0a65-283d-00ef-33b2-7f1f20488fe2/495e773c-8175-4060-9d64-f06dcaeefe21/Hasbro%202023%20ESG%20Report%20-%20Final.pdf,SASB
Hatton National Bank PLC,Financials,Commercial Banks,Sri Lanka,Annual Report,2023,https://www.hnb.net/images/annual_reports/2023/integrated-report-2023.pdf,SASB
Haverty Furniture Cos Inc,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,ESG Report,2020,https://havertys.scene7.com/is/content/Havertys/2021%20Pages/122121%20homepage/HavertysFurniture_2020_TearSheet_FINAL%20%281%29.pdf,SASB
Hawaiian Electric Industries Inc,Infrastructure,Electric Utilities & Power Generators,United States,ESG Report,2022,https://s2.q4cdn.com/268623243/files/doc_downloads/2022/04/HEI_ESG_2022_R10.pdf,SASB
Hawaiian Holdings Inc,Transportation,Airlines,United States,Corporate Responsibility Reports,2020,https://issuu.com/hoike/docs/hawaiian_airlines_corporate_kuleana_report_2020,SASB
Hawkins Inc,Resource Transformation,Chemicals,United States,ESG Report,2024,https://www.hawkinsinc.com/wp-content/uploads/2024/06/Hawkins-2024-Environmental-Social-Governance-Report.pdf,SASB
Haycarb PLC,Resource Transformation,Chemicals,Sri Lanka,Annual Report,2023-2024,https://annualreport.haycarb.com/pdf/Haycarb%20Annual%20Report%202023-24.pdf,SASB
Hayleys Fabric PLC,Consumer Goods,"Apparel, Accessories & Footwear",Sri Lanka,Annual Report,2023-2024,https://www.hayleys.com/wp-content/uploads/2024/07/Hayleys-Fabric-Annual-Report-2023-24.pdf,Google search
Hayleys PLC,Consumer Goods,Multiline and Specialty Retailers & Distributors,Sri Lanka,Annual Report,2023-2024,https://www.hayleys.com/wp-content/uploads/2024/06/Hayleys-Annual-Report-2024-Quick-Read-.pdf,SASB
Hayward Holdings Inc,Resource Transformation,Electrical & Electronic Equipment,United States,Sustainability Data Sheet,2024,https://s27.q4cdn.com/336738972/files/doc_downloads/2024/hayward-2024-sustainability-data-sheet_final.pdf,SASB
"HCA Healthcare, Inc.",Health Care,Health Care Delivery,United States,ESG Index,2023,https://s23.q4cdn.com/949900249/files/doc_downloads/2023/508_2023_annualesgindex.pdf,SASB
HCA Holdings Inc,Health Care,Health Care Delivery,United States,ESG Index,2022,https://s23.q4cdn.com/949900249/files/doc_downloads/2022/10/Annual-HCA-Healthcare-ESG-Index-Final-2021-data-accessible.pdf,SASB
HCL Technologies Ltd,Technology & Communications,Software & IT Services,India,Sustainability Report,2022-2023,https://www.hcltech.com/sites/default/files/document/open/FY2023_HCLTech_Sustainability_Report.pdf,SASB
HD Hyundai Construction Equipment Co Ltd,Resource Transformation,Industrial Machinery & Goods,South Korea,Integrated Report,2022,https://www.hyundai-ce.com/resources/[2022]%20HD%20Hyundai%20construction%20equipment_Integrated%20Report.pdf,SASB
HD Hyundai Oilbank Co Ltd,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,South Korea,Integrated Report,2023,https://esg.hd.com/upload/admin/report/1722232877443/2023%20HD%20Hyundai%20Oilbank%20Integrated%20Report_ENG.pdf,SASB
HD Renewable Energy Co Ltd,Renewable Resources & Alternative Energy,Solar Technology & Project Developers,Taiwan,Sustainability Report,2022,https://www.hdrenewables.com/en/upload/2022%20HDRE%20Sustainability%20Report-English.pdf,SASB
HDC Hyundai Development Co-Engineering & Construction,Infrastructure,Engineering & Construction Services,South Korea,Sustainability Report,2024,https://hdc-dvp.com/resource/file/sustainability/esg_report_kor_2024.pdf,SASB
Health Catalyst Inc,Technology & Communications,Software & IT Services,United States,ESG Report,2022,https://catalystpharma.com/wp-content/uploads/2024/06/CPRX-ESG-2024-6-27-Final.pdf,Google search
Healthcare Realty Trust Inc,Infrastructure,Real Estate,United States,CSR Report,2024,https://www.healthcarerealty.com/wp-content/uploads/Healthcare-Realty-Corporate-Responsibililty-Report-2024.pdf,SASB
HealthEquity Inc,Technology & Communications,Software & IT Services,United States,CSR Report,2023,https://drq94yec07kda.cloudfront.net/downloads/HQY-2023-Corporate-Social-Responsibility-Report.pdf,SASB
Healthpeak Properties Inc,Infrastructure,Real Estate,United States,Coporate Impact Report,2023,https://ir.healthpeak.com/files/doc_financials/2024/ar/Healthpeak-2023-Corporate-Impact-Report-LR.pdf,SASB
Hecla Mining Co,Extractives & Minerals Processing,Metals & Mining,United States,Sustainability Report,2022,https://www.hecla.com/wp-content/uploads/Hecla-2022-Sustainability-Report.pdf,SASB
HeidelbergCement AG,Extractives & Minerals Processing,Construction Materials,Germany,Sustainability Report,2024,https://www.heidelbergmaterials.com/sites/default/files/2025-03/HM_ASR24_en.pdf,SASB
Heidelberger Cement Bangladesh Ltd,Extractives & Minerals Processing,Construction Materials,Bangladesh,Sustainability Report,2023,https://www.heidelbergmaterials.com/sites/default/files/2024-03/HM_ASR_2023.pdf,SASB
Heidrick & Struggles International Inc,Services,Professional & Commercial Services,United States,Sustainability Report,2023,https://www.heidrick.com/-/media/heidrickcom/publications-and-reports/heidrick-struggles-2023-sustainability-report.pdf,SASB
Helbor Empreendimentos SA,Infrastructure,Real Estate,Brazil,Sustainability Report,2023,https://www.b3.com.br/data/files/0D/92/BC/51/4D8135103A135D25790D8AA8/Report%20or%20Explain%202014.pdf,Google search
Helen of Troy Ltd,Consumer Goods,Appliance Manufacturing,United States,ESG Report,2024,https://www.helenoftroy.com/wp-content/uploads/2024/06/HELE-ESG-REPORT-FY24.pdf,SASB
Helios Towers PLC,Technology & Communications,Telecommunication Services,Britain,Supplement Annual Report,2023,https://www.heliostowers.com/media/eqneeido/reporting-supplement-2023-helios-towers.pdf,SASB
Helix Energy Solutions Group Inc,Extractives & Minerals Processing,Oil & Gas – Services,United States,CSR Report,2024,https://helixesg.com/img/2024-Helix-Corporate-Sustainability-Report.pdf,SASB
Hellenic Cables Holdings SA,Resource Transformation,Electrical & Electronic Equipment,Greece,Sustainability Report,2022,https://www.hellenic-cables.com/wp-content/uploads/Hellenic_Cables_Sustainability-Report_2022.pdf,SASB
Hellenic Telecommunications Or,Technology & Communications,Telecommunication Services,Greece,Integrated Report,2023,https://www.cosmote.gr/otegroup_company/annualreport/2023/ANNUAL_FINANCIAL_REPORT_2023_en.pdf,SASB
Helmerich & Payne Inc,Extractives & Minerals Processing,Oil & Gas – Services,United States,ESG Index,2024,https://www.helmerichpayne.com/media/general/HP_2023_Sustainability_Report.pdf,Google search
Helvetia Holding AG,Financials,Insurance,Switzerland,Sustainability Report,2024,https://www.helvetia.com/content/dam/os/corporate/web/documents/investor-relations/annual-results/2024/sustainability-statement-2024.pdf,SASB
Helvetia Schweizerische Versicherungsgesellschaft AG,Financials,Insurance,Switzerland,Annual Report,2024,https://www.helvetia.com/content/dam/os/corporate/web/documents/investor-relations/annual-results/2024/annual-report-2024.pdf,SASB
Hengyi Petrochemical Co Ltd,Resource Transformation,Chemicals,China,ESG Report,2023,https://pdf.dfcfw.com/pdf/H2_AN202405151633181180_1.pdf,Google search
"Henry Schein, Inc.",Health Care,Health Care Distributors,United States,ESG Index,2023,https://www.henryschein.com/us-en/images/corporate/2023ESGReportIndex.pdf?cdivid=corporate,SASB
Hera SpA,Infrastructure,Gas Utilities & Distributors,Italy,Bilancio di sostenibilità,2023,https://www.gruppohera.it/documents/688182/0/Bilancio+di+Sostenibilit%C3%A0+2023+%E2%80%93+Dichiarazione+consolidata+non+finanziaria+redatta+ai+sensi+del+D.Lgs.+n.+254_2016.pdf/9373aa28-b405-383e-05c6-b8c178d5eeaa?t=1712578811291,SASB
Herbalife Ltd,Food & Beverage,Processed Foods,United States,Sustainability Report,2021-2022,https://d1io3yog0oux5.cloudfront.net/_8d5904abe2db0422bf5d2a18683f9d82/herbalife/files/pages/herbalife/db/1152/description/Herbalife_2021-2022_GSR_ADA.pdf,SASB
Herc Holdings Inc,Resource Transformation,Industrial Machinery & Goods,United States,SASB Index,2024,https://s29.q4cdn.com/503541803/files/doc_downloads/2024/08/08/hri-2024-CCR-SASB-8-14-24.pdf,SASB
Herc Rentals Inc,Resource Transformation,Industrial Machinery & Goods,United States,Corporate Citizenship Report,2021,https://viz.tools.investis.com/herc_rental/flipping-book/2021-Corporate-Citizenship-Report/index.html,SASB
HERE Technologies,Technology & Communications,Software & IT Services,Netherlands,Sustainability Report,2024,https://www.here.com/sites/g/files/odxslz256/files/2024-06/here_sustainability_report_update_11_6_24.pdf,SASB
Heritage Commerce Corp,Financials,Commercial Banks,United States,Sustainability Report,2024,https://s26.q4cdn.com/293620860/files/doc_downloads/2024/heritagebank_2024_sustainability-report-final.pdf,SASB
Heritage Financial Corp/WA,Financials,Commercial Banks,United States,SASB Report,2023,https://www.heritagebanknw.com/home/fiFiles/static/documents/HFC-SASB-Disclosure12-31-22.pdf,SASB
